Waiting time,BusStop Number,Latitude,Longitude
14,19:36:50,46,23.5823183333,87.2760333333
17,19:37:05,47,23.58232,87.2760333333
28,19:37:26,48,23.58232,87.2760316667
100,19:37:55,49,23.5823183333,87.2760316667
9,19:39:36,50,23.5823166667,87.2760316667
4,19:40:28,51,23.5817616667,87.2767466667
5,19:41:36,52,23.5803166667,87.2794066667
10,19:44:58,53,23.5827283333,87.2833033333
5,19:46:40,54,23.5871416667,87.2834966667
11,19:47:48,55,23.5887366667,87.2819216667
8,19:48:02,56,23.5887366667,87.2819216667
4,19:48:11,57,23.5887366667,87.2819233333
35,19:48:16,58,23.5887366667,87.2819216667
3,19:49:52,59,23.59064,87.284535
2,19:50:42,60,23.5888666667,87.28631
7,19:51:47,61,23.5863633333,87.2875816667
8,19:53:57,62,23.57997,87.2874833333
14,19:54:06,63,23.57997,87.2874816667
22,19:55:47,64,23.57929,87.2915633333
2,19:57:27,65,23.5749883333,87.2914833333
5,19:57:30,66,23.5749866667,87.2914833333
19,19:57:36,67,23.5749883333,87.2914833333
2,20:02:09,68,23.5721433333,87.3025633333
7,20:02:14,69,23.5721433333,87.3025633333
4,20:02:22,70,23.572145,87.3025633333
2,20:02:27,71,23.5721433333,87.302565
74,20:02:30,72,23.5721433333,87.3025633333
58,20:03:45,73,23.5721416667,87.3025633333
85,20:04:44,74,23.5721416667,87.3025616667
5,20:07:16,75,23.56806,87.3024983333
3,20:07:22,76,23.56806,87.3025
8,20:08:22,77,23.5681516667,87.2988783333
2,20:09:59,78,23.5624983333,87.2987716667
15,20:10:41,79,23.5599916667,87.2987766667
3,20:17:17,80,23.544425,87.30831
2,20:17:21,81,23.544425,87.3083116667
2,20:18:07,82,23.542455,87.30692
2,20:18:10,83,23.5424566667,87.30692
5,20:19:54,84,23.5446233333,87.3020716667
2,20:20:34,85,23.5433616667,87.301215
2,20:21:12,86,23.541785,87.300125
2,20:24:01,87,23.5375766667,87.2967766667
2,20:24:04,88,23.5375766667,87.2967783333
19,20:24:09,89,23.537575,87.2967766667
2,20:25:24,90,23.5357316667,87.2962716667
6,20:26:02,91,23.5357383333,87.29759
2,20:26:09,92,23.5357383333,87.2975883333
21,20:26:12,93,23.5357383333,87.29759
3,20:26:34,94,23.5357383333,87.2975883333
3,20:26:38,95,23.5357383333,87.29759
4,20:26:42,96,23.5357383333,87.2975883333
40,20:26:47,97,23.5357383333,87.29759
31,20:27:28,98,23.5357383333,87.2975916667
9,20:28:01,99,23.5357383333,87.2975916667
2,20:28:20,100,23.5357516667,87.2976333333
2,20:28:23,101,23.5357533333,87.2976333333
5,20:28:58,102,23.53579,87.2978266667
3,20:29:04,103,23.53579,87.2978283333
16,20:29:08,104,23.53579,87.29783
11,20:32:52,105,23.52824,87.31117
8,20:39:11,106,23.5003866667,87.3059666667
13,20:42:22,107,23.4946233333,87.3172133333
8,20:42:36,108,23.4946233333,87.317215
3,20:42:45,109,23.4946233333,87.3172133333
52,20:42:49,110,23.4946233333,87.317215
80,20:43:42,111,23.4946233333,87.3172133333
5,20:45:03,112,23.4946233333,87.317215
50,20:45:09,113,23.4946216667,87.317215
122,20:46:00,114,23.4946216667,87.3172133333
31,20:48:03,115,23.4946216667,87.317215
59,20:48:35,116,23.4946216667,87.3172166667
10,20:49:35,117,23.4946216667,87.317215
22,20:49:46,118,23.49462,87.317215
76,20:50:09,119,23.49462,87.3172166667
251,20:51:26,120,23.4946183333,87.3172166667
119,20:55:38,121,23.4946166667,87.3172166667
3,20:57:39,122,23.494615,87.31722
35,20:57:43,123,23.4946133333,87.31722
5,20:58:19,124,23.4946133333,87.3172183333
52,20:58:25,125,23.4946133333,87.31722
74,20:59:18,126,23.4946133333,87.3172183333
41,21:00:33,127,23.4946133333,87.31722
149,21:01:15,128,23.4946116667,87.31722
56,21:03:45,129,23.4946116667,87.3172183333
37,21:04:42,130,23.49461,87.3172183333
21,21:05:20,131,23.49461,87.31722
29,21:05:42,132,23.4946116667,87.31722
26,21:06:12,133,23.49461,87.31722
4,21:06:39,134,23.4946116667,87.31722
14,21:06:46,135,23.4946116667,87.31722
92,21:07:02,136,23.49461,87.3172183333
21,21:08:35,137,23.49461,87.3172166667
72,21:08:57,138,23.49461,87.3172183333
50,21:10:10,139,23.4946083333,87.3172183333
66,21:11:01,140,23.4946083333,87.3172166667
4,21:12:08,141,23.49461,87.3172166667
8,21:12:13,142,23.4946083333,87.3172166667
7,21:12:25,143,23.4946083333,87.317215
5,21:12:33,144,23.49461,87.317215
2,21:12:47,145,23.4946,87.3172216667
3,21:12:50,146,23.4945983333,87.3172233333
57,21:12:55,147,23.4946,87.3172216667
5,21:13:55,148,23.4946,87.3172233333
2,21:14:03,149,23.4946,87.3172233333
2,21:14:07,150,23.4945983333,87.3172216667
13,21:14:10,151,23.4945983333,87.3172233333
22,21:14:26,152,23.4945966667,87.3172216667
15,21:14:49,153,23.494595,87.3172216667
4,21:15:05,154,23.4945933333,87.3172216667
42,21:15:10,155,23.4945933333,87.31722
43,21:15:53,156,23.4945916667,87.31722
45,21:16:37,157,23.49459,87.31722
36,21:17:23,158,23.4945883333,87.31722
2,21:18:07,159,23.49457,87.3172133333
3,21:18:10,160,23.4945683333,87.3172133333
21,21:18:14,161,23.49457,87.3172133333
32,21:18:36,162,23.4945683333,87.3172133333
4,21:19:09,163,23.4945666667,87.3172133333
19,21:19:14,164,23.4945666667,87.3172116667
15,21:19:34,165,23.494565,87.3172116667
8,21:19:50,166,23.494565,87.31721
17,21:19:59,167,23.4945633333,87.31721
20,21:20:17,168,23.4945633333,87.3172083333
2,21:20:38,169,23.4945616667,87.3172083333
21,21:20:41,170,23.4945616667,87.3172066667
18,21:21:05,171,23.49456,87.317205
23,21:21:24,172,23.4945583333,87.317205
4,21:22:03,173,23.4944883333,87.3171783333
16,21:22:08,174,23.4944883333,87.3171766667
10,21:22:34,175,23.49446,87.3171666667
