#lat,long,speed,altitude,time
23.574282036090644,87.29904615635806,0.0,13.824094762118872,06:15:52,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.835867996566668,06:15:53,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.837915146089468,06:15:54,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.827064929547936,06:15:55,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.820458116395368,06:15:56,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.819894955721612,06:15:57,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.820970733198816,06:15:58,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.822247677211983,06:15:59,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.828001032791903,06:16:00,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.829502221583747,06:16:01,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.837062187106921,06:16:02,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.849066345173629,06:16:03,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.85587846217851,06:16:04,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.84646701560217,06:16:05,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.840426993256523,06:16:06,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.83862162651389,06:16:07,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.844194504064651,06:16:08,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.84372992615322,06:16:09,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.849225064819093,06:16:10,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.863979471232568,06:16:11,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.87610813732064,06:16:12,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.891581927408707,06:16:13,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.902952458988366,06:16:14,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.912484166293646,06:16:15,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.930405791074026,06:16:16,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.959335706895201,06:16:17,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.989037718542795,06:16:18,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.010839930507109,06:16:19,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.040491170274953,06:16:20,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.078156037835987,06:16:21,BusStop_18+
23.574282036090644,87.29904615635806,0.0,14.112234944923475,06:16:22,BusStop_18+
